_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
30593,23 Fieldstone Road,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.57751, 43.634383]]}",30,Weekdays from 7 AM - 9 PM,2050,Mill Rd SB,50,2020-02-21T10:00:00Z,56,2
30594,70 Fawcett Trail,SB,2020-11-05T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.207265, 43.811999]]}",5,Weekdays from 7 AM - 9 PM,2463,Fawcett Trl SB - c,40,2020-10-30T12:00:00Z,46,25
30595,70 Fawcett Trail,SB,2021-04-18T21:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.207265, 43.811999]]}",5,Weekdays from 7 AM - 9 PM,2508,Fawcett Trl SB,40,2020-11-05T00:00:00Z,46,25
30596,72 Rathburn Road,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.537389, 43.66116]]}",5,Weekdays from 7 AM - 9 PM,2169,Rathburn Rd WB,40,2020-04-28T13:00:00Z,46,2
30597,112 Eringate Drive,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.581934, 43.660407]]}",5,Weekdays from 7 AM - 9 PM,2218,Eringate Dr WB,40,2020-06-01T11:00:00Z,46,2
30598,4319 Bloor Street,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.574247, 43.632239]]}",5,Weekdays from 7 AM - 9 PM,2252,Bloor St W EB c,40,2020-07-20T12:00:00Z,46,2
30599,MILITARY TRL 72M W/OF BOBMAR RD,WB,2022-06-06T17:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.178212164, 43.782904837]]}",5,Weekdays from 7 AM - 9 PM,2872,MILITARY TRL WB,40,2022-03-02T08:00:00Z,46,25
30600,17 Forestview Road,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.572369, 43.631985]]}",5,Weekdays from 7 AM - 9 PM,2259,Fairview Rd NB c,40,2020-07-20T13:00:00Z,46,2
30601,4319 Bloor Street,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.574247, 43.632239]]}",5,Weekdays from 7 AM - 9 PM,2264,Bloor St W EB,40,2020-07-26T00:00:00Z,46,2
30602,20 Saskatoon Drive,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.53657, 43.695111]]}",20,Weekdays from 7 AM - 9 PM,2265,Saskatoon Dr WB,30,2020-07-26T00:00:00Z,36,2
30603,DANFORTH RD 80M E/OF HUNTINGTON AVE,NB,2023-07-21T20:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.252082523, 43.728436133]]}",30,Weekdays from 7 AM - 9 PM,2862,DANFORTH RD NB,50,2022-03-01T08:00:00Z,56,20
30604,17 Forestview Road,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.572369, 43.631985]]}",5,Weekdays from 7 AM - 9 PM,2268,Fairview Rd NB,40,2020-07-26T00:00:00Z,46,2
30605,110 Wimbleton Road,SB,2024-01-10T23:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.528686, 43.662602]]}",20,Weekdays from 7 AM - 9 PM,2391,Wimbleton Rd SB C,30,2020-06-24T08:00:00Z,36,2
30606,18 Lavington Drive,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.563054, 43.690311]]}",5,Weekdays from 7 AM - 9 PM,2401,Lavington Dr WB,40,2020-10-09T11:00:00Z,46,2
30607,14 Lavington Drive,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.562543, 43.690549]]}",5,Weekdays from 7 AM - 9 PM,2403,Lavington Dr EB,40,2020-10-09T10:00:00Z,46,2
30608,64 Ludstone Drive,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.563278, 43.691902]]}",5,Weekdays from 7 AM - 9 PM,2404,Ludstone Dr EB,40,2020-10-09T12:00:00Z,46,2
30609,59 Trehorne Drive,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.535202, 43.690533]]}",5,Weekdays from 7 AM - 9 PM,2407,Trehorne Dr EB - c,40,2020-10-21T10:00:00Z,46,2
30610,59 Trehorne Drive,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.535202, 43.690533]]}",5,Weekdays from 7 AM - 9 PM,2411,Trehorne Dr EB,40,2020-10-22T00:00:00Z,46,2
30611,18 Brampton Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.561768, 43.686185]]}",5,Weekdays from 7 AM - 9 PM,2414,Brampton Rd SB c -,40,2020-10-26T11:00:00Z,46,2
30612,380 The Westway,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.562045, 43.684607]]}",5,Weekdays from 7 AM - 9 PM,2415,The Westway WB c -,40,2020-10-26T12:00:00Z,46,2
30613,380 The Westway,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.562045, 43.684607]]}",5,Weekdays from 7 AM - 9 PM,2433,The Westway WB,40,2020-10-27T00:00:00Z,46,2
30614,18 Brampton Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.561768, 43.686185]]}",5,Weekdays from 7 AM - 9 PM,2448,Brampton Rd SB,40,2020-10-27T00:00:00Z,46,2
30615,Denfield St 91m N of Widdicombe Hill Blvd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.554504, 43.679202]]}",5,Weekdays from 7 AM - 9 PM,2676,DENFIELD ST NB,40,2021-04-23T11:00:00Z,46,2
30616,Denfield St 91m S of Clement Rd,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.555063, 43.680005]]}",5,Weekdays from 7 AM - 9 PM,2678,DENFIELD ST SB,40,2021-04-23T12:00:00Z,46,2
30617,KIPLING AVE 175M S/OF THE WESTWAY,NB,NA,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.553913, 43.684157]]}",30,Weekdays from 7 AM - 9 PM,2808,KIPLING AVE NB,60,2021-08-16T14:00:00Z,66,2
30618,387 THE WESTWAY,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.563215424, 43.684171571]]}",5,Weekdays from 7 AM - 9 PM,2882,THE WESTWAY EB,40,2022-03-11T08:00:00Z,46,2
30619,THE EAST MALL 45M N/OF KEANE AVE,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.560279, 43.649091]]}",5,Weekdays from 7 AM - 9 PM,2897,THE EAST MALL NB,40,2022-03-11T11:00:00Z,46,2
30620,THE EAST MALL 187M S/OF CAPRI DR,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.562536, 43.651054]]}",5,Weekdays from 7 AM - 9 PM,2898,THE EAST MALL SB,40,2022-03-11T10:00:00Z,46,2
30621,OPP 116 LA ROSE AVE,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.522482, 43.685178]]}",5,Weekdays from 7 AM - 9 PM,67552,LA ROSE AVE EB,40,2023-08-30T11:00:00Z,46,2
30622,ROYAL YORK RD 69M S/OF SUMMITCREST DR,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.527976, 43.685195]]}",5,Weekdays from 7 AM - 9 PM,67554,ROYAL YORK RD SB,40,2023-09-06T13:00:00Z,46,2
30623,446 Queen Street East,WB,2023-06-27T18:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.360953, 43.656437]]}",5,Weekdays from 7 AM - 9 PM,978,Queen St WB,40,2020-01-14T11:00:00Z,46,13
30624,99/101 STAPLETON DR,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.547652, 43.68996]]}",5,Weekdays from 7 AM - 9 PM,67598,STAPLETON DR NB,40,2023-09-21T06:00:00Z,46,2
30625,"POYNTER DR, 21M W/OF FINLEY  DR",EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.550257, 43.690878]]}",5,Weekdays from 7 AM - 9 PM,67599,POYNTER DR EB,40,2023-09-21T05:00:00Z,46,2
30626,"580, Rathburn Road",WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.581396, 43.650929]]}",5,Weekdays from 7 AM - 9 PM,67609,Rathburn Rd WB,40,2023-10-26T06:00:00Z,46,2
30627,Opp 10 Toledo Rd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.572417, 43.638508]]}",5,Weekdays from 7 AM - 9 PM,67656,Toledo Rd EB,40,2023-11-01T12:00:00Z,46,2
30628,"18, Rossburn Drive",SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.567329, 43.638256]]}",5,Weekdays from 7 AM - 9 PM,67662,Rossburn Dr SB,40,2023-11-02T08:00:00Z,46,2
30629,"67, Anglesey Blvd",SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.527978, 43.66428]]}",5,Weekdays from 7 AM - 9 PM,67665,Anglesey Blvd SB,40,2023-11-02T09:00:00Z,46,2
30630,Opp 74/76 Hartfield Rd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.527873, 43.665201]]}",5,Weekdays from 7 AM - 9 PM,67666,Hartfield Rd EB,40,2023-11-02T11:00:00Z,46,2
30631,W side Martin Grove Rd approx 85m S of Redgrave Dr,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.56677, 43.682461]]}",30,Weekdays from 7 AM - 9 PM,67668,Martin Grove Rd SB,50,2023-11-03T07:00:00Z,56,2
30632,S side Rathburn Road approx 50m E of Melbert Rd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.582099, 43.650267]]}",5,Weekdays from 7 AM - 9 PM,67754,Rathburn Rd EB,40,2023-12-21T10:00:00Z,46,2
30633,278 Royal York Road,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.497885, 43.614718]]}",30,Weekdays from 7 AM - 9 PM,93,Royal York Rd SB,50,2019-04-03T08:00:00Z,56,3
30634,112 Norseman Street,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.51753, 43.634576]]}",20,Weekdays from 7 AM - 9 PM,101,Norseman St EB,30,2018-01-16T12:00:00Z,36,3
30635,30 Mimico Avenue,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.490724, 43.6136]]}",20,Weekdays from 7 AM - 9 PM,112,Mimico Ave WB,30,2019-03-07T11:00:00Z,36,3
30636,284 The East Mall,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.556752, 43.635698]]}",20,Weekdays from 7 AM - 9 PM,121,The East Mall SB (2&amp;#x2F;2),30,2018-11-02T12:00:00Z,36,3
30637,55 Jutland Road,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.519735, 43.62825]]}",20,Weekdays from 7 AM - 9 PM,124,Jutland Rd EB,30,2019-03-07T07:00:00Z,36,3
30638,28 Coules Court,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.549365, 43.608118]]}",20,Weekdays from 7 AM - 9 PM,159,Coules Crt WB,30,2019-04-03T09:00:00Z,36,3
30639,21 Montgomery Road,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.516682, 43.647954]]}",30,Weekdays from 7 AM - 9 PM,193,Montgomery Rd NB,40,2019-03-20T08:00:00Z,46,3
30640,273 Royal York Road,NB,2024-01-13T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.49723, 43.61378]]}",20,Weekdays from 7 AM - 9 PM,257,Royal York Rd NB,30,2019-04-03T08:00:00Z,36,3
30641,87 Norseman Street,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.514798, 43.635297]]}",20,Weekdays from 7 AM - 9 PM,292,Norseman St WB,30,2018-01-16T13:00:00Z,36,3
30642,Royal York Road,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.505204, 43.632737]]}",20,Weekdays from 7 AM - 9 PM,481,Royal York Rd NB,30,2019-03-07T11:00:00Z,36,3
30643,32 Montgomery Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.519897, 43.649478]]}",30,Weekdays from 7 AM - 9 PM,563,Montgomery Rd SB,40,2019-03-12T06:00:00Z,46,3
30644,736 Royal York Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.506294, 43.63487]]}",30,Weekdays from 7 AM - 9 PM,694,Royal York Rd SB,40,2019-03-07T11:00:00Z,46,3
30645,55 Jutland Road,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.519735, 43.62825]]}",20,Weekdays from 7 AM - 9 PM,752,Jutland Rd EB,30,2019-11-22T00:00:00Z,36,3
30646,3182 Lake Shore Boulevard West,EB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.518351, 43.597847]]}",30,Weekdays from 7 AM - 9 PM,2066,Lake Shore Blvd W EB,50,2020-03-11T10:00:00Z,56,3
30647,Colonel Samuel Smith Park Drive,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.515931, 43.59609]]}",5,Weekdays from 7 AM - 9 PM,2072,Colonel Samuel Smith Pk Dr NB,40,2020-03-11T11:00:00Z,46,3
30648,OPP 148 STANLEY AVE,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.496507821, 43.614558644]]}",20,Weekdays from 7 AM - 9 PM,2841,STANLEY AVE EB,30,2022-02-08T14:00:00Z,36,3
30649,251 Spadina Avenue,NB,2023-09-29T07:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.397505, 43.651883]]}",30,Weekdays from 12 AM,950,Spadina Ave NB,40,2020-01-28T15:00:00Z,46,10
30650,Opp 22 Algoma St,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.497793, 43.621245]]}",5,Weekdays from 7 AM - 9 PM,67663,Algoma St WB,40,2023-11-02T09:00:00Z,46,3
30651,330 Park Lawn Rd,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.494746, 43.63886]]}",5,Weekdays from 7 AM - 9 PM,67708,Park Lawn Rd SB,40,2023-12-08T10:00:00Z,46,3
30652,3/5 Orianna Dr,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.546565, 43.601722]]}",5,Weekdays from 7 AM - 9 PM,67711,Orianna Drive NB,40,2023-12-08T13:00:00Z,46,3
30653,Opposite 535 Horner Ave,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.547403, 43.601303]]}",5,Weekdays from 7 AM - 9 PM,67712,Horner Ave WB,40,2023-12-08T13:00:00Z,46,3
30654,Opposite 3 Orianna Dr,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.546698, 43.60177]]}",5,Weekdays from 7 AM - 9 PM,67714,Orianna Drive SB,40,2023-12-08T13:00:00Z,46,3
30655,553/567 Horner Ave,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.54948, 43.600654]]}",5,Weekdays from 7 AM - 9 PM,67719,Horner Ave EB,40,2023-12-08T13:00:00Z,46,3
30656,E side Park Lawn Rd 5m N of Bayside Ln,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.493888, 43.637517]]}",5,Weekdays from 7 AM - 9 PM,67720,Park Lawn Rd NB,40,2023-12-08T10:00:00Z,46,3
30657,94 Fairview Avenue,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.476566, 43.66075]]}",30,Weekdays from 7 AM - 9 PM,137,Annette St WB,40,2019-03-07T10:00:00Z,46,4
30658,178 Sunnyside Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.450555, 43.64381]]}",20,Weekdays from 7 AM - 9 PM,146,Sunnyside Ave SB,30,2019-04-11T10:00:00Z,36,4
30659,158 Sunnyside Avenue,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.450178, 43.643047]]}",20,Weekdays from 7 AM - 9 PM,151,Sunnyside Ave NB,30,2019-04-11T09:00:00Z,36,4
30660,125 Varsity Road,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.498917, 43.66192]]}",20,Weekdays from 7 AM - 9 PM,168,Varsity Rd WB,30,2017-12-13T11:00:00Z,36,4
30661,207 Windermere Avenue,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.476273, 43.642751]]}",20,Weekdays from 7 AM - 9 PM,228,Windermere Ave NB,30,2018-01-24T12:00:00Z,36,4
30662,214 Windermere Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478022, 43.643963]]}",20,Weekdays from 7 AM - 9 PM,237,Windermere Ave SB,30,2018-01-24T12:00:00Z,36,4
30663,236 Annette Street,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.47079, 43.662649]]}",30,Weekdays from 7 AM - 9 PM,309,Annette St EB,40,2019-03-07T10:00:00Z,46,4
30664,18 Rexford Road,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.486237, 43.663628]]}",20,Weekdays from 7 AM - 9 PM,375,Rexford Dr EB,30,2019-03-11T07:00:00Z,36,4
30665,34 Brookside Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.491918, 43.6608]]}",20,Weekdays from 7 AM - 9 PM,431,Brookside Ave SB,30,2018-11-02T12:00:00Z,36,4
30666,8 Saint Mark's Road,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.489842, 43.660301]]}",20,Weekdays from 7 AM - 9 PM,1000,St Marks Rd WB,30,2018-11-02T12:00:00Z,36,4
30667,440 Runnymede Road,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478956, 43.65732]]}",5,Weekdays from 7 AM - 9 PM,1976,Runnymede Rd SB,40,2020-03-05T12:00:00Z,46,4
30668,92 Jane Street,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.485482, 43.651579]]}",20,Weekdays from 7 AM - 9 PM,2217,Jane St SB,30,2020-05-29T11:00:00Z,36,4
30669,2393 Dundas Street West,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.453415, 43.659219]]}",5,Weekdays from 7 AM - 9 PM,2510,Dundas St W SB - c,40,2020-11-11T09:00:00Z,46,4
30670,100 Mountview Avenue,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.46235, 43.6577]]}",5,Weekdays from 7 AM - 9 PM,2511,Mountainview Ave SB - C,40,2020-11-12T11:00:00Z,46,4
30671,52 Mountview Avenue,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.461731, 43.65627]]}",5,Weekdays from 7 AM - 9 PM,2512,Mountainview Ave NB - C,40,2020-11-12T12:00:00Z,46,4
30672,100 Mountview Avenue,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.46235, 43.6577]]}",5,Weekdays from 7 AM - 9 PM,2517,Mountainview Ave SB,40,2020-11-18T00:00:00Z,46,4
30673,2393 Dundas Street West,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.453415, 43.659219]]}",5,Weekdays from 7 AM - 9 PM,2518,Dundas St W SB,40,2020-11-18T00:00:00Z,46,4
30674,52 Mountview Avenue,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.461731, 43.65627]]}",5,Weekdays from 7 AM - 9 PM,2520,Mountainview Ave NB,40,2020-11-18T00:00:00Z,46,4
30675,342 Clendenan Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.471688, 43.66066]]}",20,Weekdays from 7 AM - 9 PM,2523,Clendenan Ave SB,30,2020-11-23T11:00:00Z,36,4
30676,30 Marmaduke Street,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.452196, 43.650275]]}",20,Weekdays from 7 AM - 9 PM,2576,Marmaduke St WB,30,2021-01-05T09:00:00Z,36,4
30677,Clendenan Av opp Rowland St,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.471369, 43.660358]]}",20,Weekdays from 7 AM - 9 PM,2649,CLENDENAN AVE NB,30,2021-03-23T14:00:00Z,36,4
30678,327/329 RUNNYMEDE RD,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.477317, 43.653987]]}",5,Weekdays from 7 AM - 9 PM,2804,RUNNYMEDE RD NB,40,2021-07-21T00:00:00Z,46,4
30679,OPP 282 INDIAN ROAD CRES,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.460754947, 43.662963147]]}",20,Weekdays from 7 AM - 9 PM,2881,INDIAN ROAD CRES NB,30,2022-03-11T13:00:00Z,36,4
30680,"76/78, Lansdowne Avenue",SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.437811, 43.64338]]}",5,Weekdays from 7 AM - 9 PM,67615,Lansdowne Ave SB,40,2023-10-26T07:00:00Z,46,4
30681,Opposite 101 Parkside Dr,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.455017, 43.641658]]}",5,Weekdays from 7 AM - 9 PM,67686,Ward 4 - S10,40,2023-11-14T12:00:00Z,46,4
30682,218 Bicknell Avenue,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.476592, 43.688155]]}",20,Weekdays from 7 AM - 9 PM,100,Bicknell Ave NB,30,2019-01-03T15:00:00Z,36,5
30683,75 Emmett Avenue,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.504856, 43.686968]]}",20,Weekdays from 7 AM - 9 PM,115,Emmett Ave WB,30,2019-03-07T10:00:00Z,36,5
30684,197 Bicknell Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.475825, 43.686837]]}",20,Weekdays from 7 AM - 9 PM,141,Bicknell Ave SB,30,2019-01-03T14:00:00Z,36,5
30685,91 Emmett Avenue,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.508405, 43.686837]]}",20,Weekdays from 7 AM - 9 PM,186,Emmett Ave EB,30,2019-03-07T10:00:00Z,36,5
30686,49 Pamille Place,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.500654, 43.701353]]}",20,Weekdays from 7 AM - 9 PM,191,Tedder St NB,30,2019-03-11T08:00:00Z,36,5
30687,45 Comay Road,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.479681, 43.69716]]}",20,Weekdays from 7 AM - 9 PM,200,Comay Rd NB,30,2019-03-06T11:00:00Z,36,5
30688,86 Guestville Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.489758, 43.684437]]}",20,Weekdays from 7 AM - 9 PM,242,Guestville Ave SB,30,2019-03-11T06:00:00Z,36,5
30689,JANE ST 142M N/OF LAMBTON AVE,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.49836, 43.682598]]}",30,Weekdays from 7 AM - 9 PM,256,JANE ST SB,50,2019-03-20T06:00:00Z,56,5
30690,80 McCormack Street,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.476937, 43.676097]]}",20,Weekdays from 7 AM - 9 PM,356,McCormack St WB,30,2018-01-11T11:00:00Z,36,5
30691,25 Porter Avenue,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.479179, 43.681759]]}",20,Weekdays from 7 AM - 9 PM,457,Avon Ave SB,30,2017-12-13T16:00:00Z,36,5
30692,400 Rockcliffe Boulevard,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.488743, 43.675147]]}",20,Weekdays from 7 AM - 9 PM,596,Rockcliffe Blvd SB,30,2018-01-19T15:00:00Z,36,5
30693,958 Jane Street,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.497292, 43.680276]]}",30,Weekdays from 7 AM - 9 PM,618,Jane St NB,50,2019-03-20T06:00:00Z,56,5
30694,103 Lambton Avenue,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.489639, 43.682872]]}",20,Weekdays from 7 AM - 9 PM,673,Lambton Ave EB,30,2019-04-15T07:00:00Z,36,5
30695,38 Comay Road,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478846, 43.697953]]}",20,Weekdays from 7 AM - 9 PM,728,Comay Rd SB,30,2019-03-20T07:00:00Z,36,5
30696,36 George Street,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.520766, 43.702989]]}",5,Weekdays from 7 AM - 9 PM,871,George St SB,40,2019-12-09T11:00:00Z,46,5
30697,88 Pritchard Avenue,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.490905, 43.670034]]}",20,Weekdays from 7 AM - 9 PM,952,Pritchard Ave WB,30,2019-04-12T06:00:00Z,36,5
30698,235 Queen&amp;#39;s Drive,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.508, 43.70684]]}",20,Weekdays from 7 AM - 9 PM,2096,Queen&amp;#39;s Dr WB,30,2020-03-19T00:00:00Z,36,5
30699,151 McCormack Street,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478725, 43.675532]]}",5,Weekdays from 7 AM - 9 PM,2188,McCormack St EB,40,2020-05-04T08:00:00Z,46,5
30700,29 Avon Avenue,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.477447, 43.680172]]}",5,Weekdays from 7 AM - 9 PM,2189,Avon Ave EB,40,2020-05-04T09:00:00Z,46,5
30701,Rockcliffe Blvd 100m N/O Terry Dr,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.487933, 43.673693]]}",20,Weekdays from 7 AM - 9 PM,2661,ROCKCLIFFE BLVD NB,30,2021-03-25T09:00:00Z,36,5
30702,60/62 Lambton Ave,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.488102, 43.683338]]}",5,Weekdays from 7 AM - 9 PM,2677,LAMBTON AVE WB,40,2021-04-23T09:00:00Z,46,5
30703,OPP 9 DUCKWORTH ST,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.499784, 43.702681]]}",20,Weekdays from 7 AM - 9 PM,2802,DUCKWORTH ST SB,30,2021-07-19T11:00:00Z,36,5
30704,150 Sharpecroft Boulevard,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.489756, 43.750103]]}",20,Weekdays from 7 AM - 9 PM,91,Sharpecroft Blvd SB,30,2019-03-11T08:00:00Z,36,6
30705,32 Granite Street,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.448271, 43.748365]]}",30,Weekdays from 7 AM - 9 PM,189,Bainbridge Ave WB,40,2019-04-16T09:00:00Z,46,6
30706,89 Letchworth Crescent,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.494487, 43.728834]]}",20,Weekdays from 7 AM - 9 PM,227,Letchworth Cres NB,30,2019-04-03T09:00:00Z,36,6
30707,345 Wilmington Avenue,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.460103, 43.768824]]}",20,Weekdays from 7 AM - 9 PM,274,Wilmington Ave NB,30,2018-01-16T15:00:00Z,36,6
30708,2813 Keele Street,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.482622, 43.729739]]}",20,Weekdays from 7 AM - 9 PM,282,Keele St NB,30,2019-03-20T06:00:00Z,36,6
