_id,address,dir,end_date,flash_speed,geometry,min_speed,schedule,sign_id,sign_name,speed_limit,start_date,strobe_speed,ward_no
30055,127 Wickson Trail,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.211247, 43.802922]]}",5,Weekdays from 7 AM - 9 PM,812,Wickson Trail NB,40,2019-11-15T11:00:00Z,46,25
30056,88 Canmore Boulevard,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.177901, 43.793952]]}",5,Weekdays from 7 AM - 9 PM,836,Canmore Blvd WB,40,2017-05-26T12:00:00Z,46,25
30057,"48/50, Crow Trail",SB,2024-05-04T12:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.232788, 43.810952]]}",5,Weekdays from 7 AM - 9 PM,67644,Crow Trl SB,40,2023-10-31T06:00:00Z,46,23
30058,250 Brenyon Way,EB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.213186, 43.806065]]}",30,Weekdays from 7 AM - 9 PM,844,Brenyon Way EB,50,2019-10-30T14:00:00Z,56,25
30059,7 Hullen Crescent,SB,2020-04-04T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.619998, 43.729637]]}",30,Weekdays from 7 AM - 9 PM,268,Humberwood Blvd SB,40,2017-09-01T09:00:00Z,46,1
30060,850 Humberwood Boulevard,NB,2018-12-03T15:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.620068833, 43.728917912]]}",30,Weekdays from 7 AM - 9 PM,286,Humberwood Blvd NB,40,2016-11-30T11:00:00Z,46,1
30061,Morningside Avenue,NB,2024-01-09T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.191856, 43.782093]]}",20,Weekdays from 7 AM - 9 PM,1961,Morningside Ave NB,30,2020-03-10T00:00:00Z,36,25
30062,206 Morningside Avenue,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.185126, 43.765677]]}",30,Weekdays from 7 AM - 9 PM,2196,Morningside Ave NB,50,2020-05-15T11:00:00Z,56,25
30063,75 Hupfield Trail,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.220334, 43.812727]]}",5,Weekdays from 7 AM - 9 PM,2266,Humpfield Trl NB,40,2019-10-30T09:00:00Z,46,25
30064,59 Fawcett Trail,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.206567, 43.811596]]}",5,Weekdays from 7 AM - 9 PM,2465,Fawcett Trl NB - C,40,2020-10-30T13:00:00Z,46,25
30065,2612 Kipling Avenue,NB,2020-01-07T23:00:00Z,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.584854, 43.748778]]}",30,Weekdays from 7 AM - 9 PM,525,Kipling Avve NB,60,2019-08-01T00:00:00Z,66,1
30066,162 Hilda Ave,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.427842, 43.793699]]}",5,Weekdays from 7 AM - 9 PM,67832,Hilda Ave SB,40,2024-01-26T14:00:00Z,46,18
30067,59 Fawcett Trail,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.206567, 43.811596]]}",5,Weekdays from 7 AM - 9 PM,2509,Fawcett Trl NB,40,2020-11-05T00:00:00Z,46,25
30068,764 Meadowvale Road,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.164952, 43.795394]]}",30,Weekdays from 7 AM - 9 PM,2528,Meadowvale Rd SB - C,50,2020-11-27T09:00:00Z,56,25
30069,1 Annabelle Drive,NB,2023-02-27T03:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.585995, 43.751632]]}",30,Weekdays from 7 AM - 9 PM,885,Kipling Ave NB,50,2019-12-17T11:00:00Z,56,1
30070,2614 Kipling Avenue,SB,2020-04-03T14:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.585146, 43.748907]]}",30,Weekdays from 7 AM - 9 PM,918,Kipling Ave SB,50,2020-01-27T10:00:00Z,56,1
30071,761 Meadowvale Road,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.164392, 43.794796]]}",30,Weekdays from 7 AM - 9 PM,2529,Meadowvale Rd NB  - C,50,2020-11-27T09:00:00Z,56,25
30072,761 Meadowvale Road,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.164392, 43.794796]]}",30,Weekdays from 7 AM - 9 PM,2570,Meadowvale Rd NB,50,2020-12-17T00:00:00Z,56,25
30073,59 Couperthwaite Crescent,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.207729, 43.817682]]}",5,Weekdays from 7 AM - 9 PM,2638,SEWELLS RD EB,40,2021-02-24T12:00:00Z,46,25
30074,579 MORRISH RD,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.174395, 43.792942]]}",5,Weekdays from 7 AM - 9 PM,2702,MORRISH RD NB,40,2021-06-25T14:00:00Z,46,25
30075,1393/1397 MILITARY TRL,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.179210343, 43.782937242]]}",5,Weekdays from 7 AM - 9 PM,2871,MILITARY TRL EB,40,2022-03-02T07:00:00Z,46,25
30076,MANSE RD 169M S/OF HAINFORD ST,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.174857765, 43.766932994]]}",5,Weekdays from 7 AM - 9 PM,2873,MANSE RD SB,40,2022-03-02T08:00:00Z,46,25
30077,113/115 EAST AVE,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.132944216, 43.784145812]]}",5,Weekdays from 7 AM - 9 PM,2888,EAST AVE NB,40,2022-03-11T15:00:00Z,46,25
30078,EAST AVE 38M S/OF BARONIAL CT,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.133884, 43.7861]]}",5,Weekdays from 7 AM - 9 PM,2902,EAST AVE SB,40,2022-03-21T09:00:00Z,46,25
30079,1685 Martin Grove Road,SB,2021-04-19T10:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.589015, 43.730927]]}",30,Weekdays from 7 AM - 9 PM,2234,Martin Grove Rd SB,50,2020-07-15T13:00:00Z,56,1
30080,MANSE RD 188M S/OF HAINFORD ST,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.174608, 43.766783]]}",5,Weekdays from 7 AM - 9 PM,2904,MANSE RD NB,40,2022-03-03T09:00:00Z,46,25
30081,51 Kingsview Boulevard,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.554847, 43.698055]]}",20,Weekdays from 7 AM - 9 PM,51,Kingsview Blvd EB,30,2019-01-03T14:00:00Z,36,1
30082,NB Neilson Rd 72m S/of Crow Trail,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.225215, 43.811578]]}",30,Weekdays from 7 AM - 9 PM,67643,Neilson Rd NB,50,2023-10-31T06:00:00Z,56,25
30083,83/85 Old Finch Ave,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.208732, 43.820409]]}",5,Weekdays from 7 AM - 9 PM,67699,Old Finch Ave EB,40,2023-11-24T10:00:00Z,46,25
30084,11 4 Leaf Drive,EB,2020-11-15T02:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.592657, 43.730459]]}",5,Weekdays from 7 AM - 9 PM,2243,Four Leaf Dr EB,40,2020-07-16T08:00:00Z,46,1
30085,416/420 Friendship Ave,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.134973, 43.796156]]}",5,Weekdays from 7 AM - 9 PM,67736,Friendship Ave SB,40,2023-12-20T09:00:00Z,46,25
30086,Milner Ave W/O Cinemart Dr (N side),EB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.207301, 43.796773]]}",30,Weekdays from 7 AM - 9 PM,67737,Milner Ave EB,50,2023-12-20T10:00:00Z,56,25
30087,17 Lynmont Road,NB,2020-07-20T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.593431, 43.729537]]}",5,Weekdays from 7 AM - 9 PM,2246,Lynmount Rd NB c,40,2020-07-17T08:00:00Z,46,1
30088,Opp 410 Friendship Ave,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.134866, 43.795612]]}",5,Weekdays from 7 AM - 9 PM,67738,Friendship Ave NB,40,2023-12-20T09:00:00Z,46,25
30089,373/381 Rouge Hills Dr,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.130651, 43.794978]]}",5,Weekdays from 7 AM - 9 PM,67739,Rouge Hills Dr NB,40,2023-12-20T09:00:00Z,46,25
30090,426/432 Rouge Hills Dr,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.131928, 43.796675]]}",5,Weekdays from 7 AM - 9 PM,67740,Rouge Hills Dr SB,40,2023-12-20T09:00:00Z,46,25
30091,Murison Blvd 16m E/O Curtis Cres,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.207361, 43.798935]]}",5,Weekdays from 7 AM - 9 PM,67744,Murison Blvd  WB,40,2023-12-21T09:00:00Z,46,25
30092,76 Slan Avenue,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.215007, 43.774714]]}",20,Weekdays from 7 AM - 9 PM,881,Slane Ave EB,30,2019-12-16T12:00:00Z,36,24
30093,Opp 56 Murison Blvd,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.209933, 43.79749]]}",5,Weekdays from 7 AM - 9 PM,67746,Murison Blvd EB,40,2023-12-21T10:00:00Z,46,25
30094,DENLOW BLVD 79M E/OF HAMLET GT,WB,2023-10-04T15:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.363154, 43.745513]]}",5,Weekdays from 7 AM - 9 PM,2909,DENLOW BLVD WB,40,2022-03-28T10:00:00Z,46,15
30095,W side Bennett Rd across HSE #101,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.165833, 43.771561]]}",5,Weekdays from 7 AM - 9 PM,67796,Bennett Rd SB,40,2024-01-09T13:00:00Z,46,25
30096,17 Lynmont Road,NB,2021-04-19T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.593431, 43.729537]]}",5,Weekdays from 7 AM - 9 PM,2260,Lynmount Rd NB,40,2020-07-20T00:00:00Z,46,1
30097,89/93 Bennett Rd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.165268, 43.770689]]}",5,Weekdays from 7 AM - 9 PM,67797,Bennett RD NB,40,2024-01-09T14:00:00Z,46,25
30098,19/21 Littles Rd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.202671, 43.815475]]}",5,Weekdays from 7 AM - 9 PM,67802,Littles Rd NB,40,2024-01-11T11:00:00Z,46,25
30099,S of 50 Littles Rd,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.203848, 43.816688]]}",5,Weekdays from 7 AM - 9 PM,67804,Littles Rd SB,40,2024-01-11T11:00:00Z,46,25
30100,47/49 Tideswell,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.155111, 43.798193]]}",5,Weekdays from 7 AM - 9 PM,67835,Tideswell Blvd NB,40,2024-01-29T07:00:00Z,46,25
30101,Between 69-71 Golfdown Dr,EB,2021-04-19T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.556036, 43.721972]]}",5,Weekdays from 7 AM - 9 PM,2645,GOLFDOWN DR EB,40,2021-03-24T13:00:00Z,46,1
30102,"Durnford, 116m n/o Rylander",NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.150108, 43.799074]]}",5,Weekdays from 7 AM - 9 PM,67836,Durnford Rd NB,40,2024-01-29T07:00:00Z,46,25
30103,STEELES AVE E 7M W/OF GRANDVIEW AVE,WB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.401750728, 43.802089824]]}",30,Weekdays from 7 AM - 9 PM,2857,STEELES AVE E WB,50,2022-03-01T07:00:00Z,56,NA
30104,Between 16-18 Golfdown Dr,WB,2021-04-19T11:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55076, 43.723306]]}",5,Weekdays from 7 AM - 9 PM,2653,GOLFDOWN DR WB,40,2021-03-25T08:00:00Z,46,1
30105,"70, Mammoth Hall Trail",EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.233581, 43.79712]]}",5,Weekdays from 7 AM - 9 PM,67647,Mammoth Hall Trl EB,40,2024-03-18T08:00:00Z,46,23
30106,2546 Kipling Avenue,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.583516, 43.745977]]}",30,Weekdays from 7 AM - 9 PM,57,Kipling Ave SB,50,2019-04-11T05:00:00Z,56,1
30107,2580 Kipling Avenue,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.586886, 43.746431]]}",20,Weekdays from 7 AM - 9 PM,65,Mt. Olive Dr EB,30,2019-04-03T09:00:00Z,36,1
30108,47 Silverstone Drive,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.58787, 43.744667]]}",20,Weekdays from 7 AM - 9 PM,182,Silverstone Dr NB,30,2019-04-03T09:00:00Z,36,1
30109,68 Silverstone Drive,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.588289, 43.747123]]}",20,Weekdays from 7 AM - 9 PM,300,Silverston Dr SB,30,2019-04-03T09:00:00Z,36,1
30110,13 Mount Olive Drive,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.585901, 43.746366]]}",20,Weekdays from 7 AM - 9 PM,399,Mt. Olive Dr EB,30,2019-04-11T05:00:00Z,36,1
30111,115 Rathburn Road,EB,2020-10-16T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.540659353, 43.660351237]]}",20,Weekdays from 7 AM - 9 PM,29,Rathburn Rd EB,30,2016-11-09T10:00:00Z,36,2
30112,335 The Westway,EB,2022-03-13T00:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.558162, 43.685288]]}",20,Weekdays from 7 AM - 9 PM,83,The Westway EB,30,2018-01-19T09:00:00Z,36,2
30113,82 Mount Olive Drive,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.590087, 43.745981]]}",20,Weekdays from 7 AM - 9 PM,523,Mt. Olive Dr EB,30,2019-04-03T09:00:00Z,36,1
30114,308 The Westway,WB,2022-03-13T00:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.555977, 43.685495]]}",20,Weekdays from 7 AM - 9 PM,131,The Wesway WB,30,2018-01-24T14:00:00Z,36,2
30115,44 Kingsview Boulevard,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.553785, 43.698448]]}",20,Weekdays from 7 AM - 9 PM,524,Kingsview Blvd WB,30,2019-01-03T14:00:00Z,36,1
30116,20 York Road,EB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.552668, 43.69957]]}",20,Weekdays from 7 AM - 9 PM,633,York Rd EB,30,2019-03-20T09:00:00Z,36,1
30117,156 Orton Park Road,SB,2024-05-04T22:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.20913, 43.772057]]}",20,Weekdays from 7 AM - 9 PM,95,Orton Park Rd SB,30,2019-04-15T06:00:00Z,36,24
30118,13 Maryhill Drive,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.586408, 43.752068]]}",30,Weekdays from 7 AM - 9 PM,884,Kipling Ave SB,50,2019-12-17T10:00:00Z,56,1
30119,185 Mount Olive Drive,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.5955, 43.751305]]}",5,Weekdays from 7 AM - 9 PM,1954,Mt. Olive Dr SB,40,2020-03-09T11:00:00Z,46,1
30120,72 Rathburn Road,WB,2020-04-27T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.537381694, 43.661208901]]}",30,Weekdays from 7 AM - 9 PM,284,Rathburn Rd WB,40,2016-11-30T11:00:00Z,46,2
30121,Burnhamthorpe Road,WB,2021-06-26T02:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.564903039, 43.64498444]]}",30,Weekdays from 7 AM - 9 PM,297,Armour Blvd WB,50,2019-07-23T14:00:00Z,56,2
30122,152 Mount Olive Drive,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.594836, 43.749095]]}",5,Weekdays from 7 AM - 9 PM,1999,Mt. Olive Dr NB,40,2020-03-09T12:00:00Z,46,1
30123,10 Jamestown Crescent,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.582097, 43.734507]]}",5,Weekdays from 7 AM - 9 PM,2083,John Garland Blvd WB,40,2020-03-17T10:00:00Z,46,1
30124,E side Hilda Ave approx 75m N of Moore Park Ave,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.427122, 43.792953]]}",5,Weekdays from 7 AM - 9 PM,67838,Hilda Ave NB,40,2024-01-30T13:00:00Z,46,18
30125,45 Lynmont Road,WB,2024-05-22T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.592766, 43.730528]]}",5,Weekdays from 7 AM - 9 PM,2247,Four Leaf Dr WB,40,2020-07-16T09:00:00Z,46,1
30126,730 Renforth Drive,NB,2022-11-08T14:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.584478, 43.662695]]}",20,Weekdays from 7 AM - 9 PM,472,Renforth Dr NB (3 of 3),30,2018-10-19T08:00:00Z,36,2
30127,351 Glebeholme Boulevard,EB,2024-02-06T15:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.323251, 43.686059]]}",20,Weekdays from 7 AM - 9 PM,230,Glebeholme Blvd EB,30,2019-04-03T09:00:00Z,36,19
30128,110 Slan Avenue,WB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.21264, 43.775947]]}",20,Weekdays from 7 AM - 9 PM,883,Slane Ave WB,30,2019-12-16T13:00:00Z,36,24
30129,S side Ellesmere Rd 219m E of Markham Rd,EB,2024-05-25T01:00:00Z,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.228924, 43.776976]]}",30,Weekdays from 7 AM - 9 PM,67741,Ellesmere Rd EB,50,2024-01-03T13:00:00Z,56,24
30130,111 Chapman Road,EB,2024-10-10T18:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.521569, 43.689142]]}",20,Weekdays from 7 AM - 9 PM,269,Chapman Rd EB,30,2019-02-26T09:00:00Z,36,2
30131,60 Fenley Drive,WB,2022-08-16T05:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.55023, 43.690895]]}",20,Weekdays from 7 AM - 9 PM,610,Poynter Dr WB,30,2019-03-11T07:00:00Z,36,2
30132,227 Mill Road,SB,2020-02-20T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.577376, 43.634306]]}",30,Weekdays from 7 AM - 9 PM,627,Mill Rd SB,40,2019-01-01T00:00:00Z,46,2
30133,99 Stapleton Drive,EB,2022-09-26T01:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.547692, 43.690013]]}",20,Weekdays from 7 AM - 9 PM,657,Poynter Dr EB,30,2019-03-11T07:00:00Z,36,2
30134,N side Old Finch Ave approx 75m W of Littles Rd,WB,2024-10-22T12:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.206987, 43.820946]]}",5,Weekdays from 7 AM - 9 PM,67803,Old Finch Ave WB,40,2024-01-11T11:00:00Z,46,25
30135,110 Eringate Drive,WB,2020-05-30T23:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.58144643, 43.660542361]]}",30,Weekdays from 7 AM - 9 PM,717,Eringate Dr WB,40,2018-10-19T08:00:00Z,46,2
30136,N side Redgrave Dr 3m W of 20 Redgrave Dr parking entrance,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.568861, 43.683017]]}",5,Weekdays from 7 AM - 9 PM,67674,Redgrave Dr WB,40,2024-05-10T12:00:00Z,46,1
30137,79/81 Kenhatch Blvd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.26278, 43.804325]]}",5,Weekdays from 7 AM - 9 PM,67819,Kenhatch Blvd NB,40,2024-02-02T09:00:00Z,46,23
30138,2191 Kipling Ave,NB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.571865, 43.722699]]}",30,Weekdays from 7 AM - 9 PM,67841,Kipling Ave NB,50,2024-01-30T12:00:00Z,56,1
30139,228 GALLOWAY RD,SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.196662909, 43.767970852]]}",20,Weekdays from 7 AM - 9 PM,2914,GALLOWAY RD SB,30,2022-04-11T12:00:00Z,36,24
30140,Opp 61/63 Anglesey Blvd,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.527501, 43.664379]]}",5,Weekdays from 7 AM - 9 PM,67664,Anglesey Blvd NB,40,2023-11-02T10:00:00Z,46,2
30141,Opposite 457 Parkside Dr,SB,2024-05-02T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.459047, 43.652108]]}",5,Weekdays from 7 AM - 9 PM,67687,Ward 4 - S9,40,2023-11-14T12:00:00Z,46,4
30142,15 Jamestown Crescent,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.58281, 43.733546]]}",5,Weekdays from 7 AM - 9 PM,2085,John Garland Blvd EB,40,2020-03-17T09:00:00Z,46,1
30143,2667 Kipling Avenue,SB,NA,51,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.584638, 43.748906]]}",30,Weekdays from 7 AM - 9 PM,2139,Kipling Ave SB,50,2020-04-03T14:00:00Z,56,1
30144,7 Hullen Crescent,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.61987, 43.729674]]}",5,Weekdays from 7 AM - 9 PM,2146,Humberwood Blvd SB,40,2020-04-06T09:00:00Z,46,1
30145,47/49 Redgrave Dr,EB,2024-07-09T08:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.571023, 43.682262]]}",5,Weekdays from 7 AM - 9 PM,67675,Redgrave Dr EB,40,2024-05-10T11:00:00Z,46,1
30146,89 Sun Row Drive,SB,2020-03-10T00:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.538962, 43.687118]]}",20,Weekdays from 7 AM - 9 PM,668,Sunrow Dr SB,30,2017-05-26T12:00:00Z,36,2
30147,89 Sun Row Drive,SB,2024-07-04T22:00:00Z,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.538962, 43.687118]]}",20,Weekdays from 7 AM - 9 PM,2023,Sun Row Dr SB,30,2020-03-10T00:00:00Z,36,2
30148,S side Guildwood Pkwy approx 75m E of Livingston Rd,EB,2024-02-17T06:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.197822, 43.747676]]}",5,Weekdays from 7 AM - 9 PM,67768,Guildwood Pkwy EB,40,2024-01-04T12:00:00Z,46,24
30149,111-115 Galloway Rd,NB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.19332, 43.759236]]}",20,Weekdays from 7 AM - 9 PM,67846,Galloway Rd NB,30,2024-02-06T08:00:00Z,36,24
30150,11/15 Waldock St,EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.191734, 43.75837]]}",5,Weekdays from 7 AM - 9 PM,67847,Waldock St EB,40,2024-02-06T07:00:00Z,46,24
30151,"Military Trl, 224m w/o Bonspiel",EB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.200651, 43.790523]]}",5,Weekdays from 7 AM - 9 PM,67848,Military Trl EB,40,2024-02-06T07:00:00Z,46,24
30152,47 Ludstone Drive,WB,2021-01-27T04:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.564194, 43.691561]]}",5,Weekdays from 7 AM - 9 PM,2402,Ludstone Dr WB,40,2020-10-09T13:00:00Z,46,2
30153,Opp 33 Waldock St,WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.190462, 43.758766]]}",5,Weekdays from 7 AM - 9 PM,67849,Waldock St WB,40,2024-02-06T07:00:00Z,46,24
30154,"Military Trl,38m e/o  Bonspiel",WB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.197505, 43.790247]]}",5,Weekdays from 7 AM - 9 PM,67850,Military Trl WB,40,2024-02-06T07:00:00Z,46,24
30155,"Galloway, 143m N/O Waldock",SB,NA,31,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.194016, 43.759863]]}",20,Weekdays from 7 AM - 9 PM,67851,Galloway Rd SB,30,2024-02-06T08:00:00Z,36,24
30156,22 Trehorne Drive,WB,2020-10-22T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.531708, 43.690151]]}",5,Weekdays from 7 AM - 9 PM,2409,Trehorne Dr WB - c,40,2020-10-21T09:00:00Z,46,2
30157,22 Trehorne Drive,WB,2021-04-19T10:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.531708, 43.690151]]}",5,Weekdays from 7 AM - 9 PM,2410,Trehorne Dr WB -,40,2020-10-22T00:00:00Z,46,2
30158,109 Jameson Ave,NB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.435154, 43.635787]]}",5,Weekdays from 7 AM - 9 PM,67701,Jameson Ave NB,40,2023-12-06T14:00:00Z,46,4
30159,Opp 57 Tideswell,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.155448, 43.79856]]}",5,Weekdays from 7 AM - 9 PM,67834,Tideswell Blvd SB,40,2024-01-29T07:00:00Z,46,25
30160,70 Government Road,EB,2020-10-22T00:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.508725, 43.659414]]}",5,Weekdays from 7 AM - 9 PM,2408,Government Rd EB - c,40,2020-10-21T14:00:00Z,46,3
30161,17 Jardine Place,NB,2020-10-27T00:00:00Z,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.555366, 43.686783]]}",30,Weekdays from 7 AM - 9 PM,2416,Kipling Ave NB - C,60,2020-10-26T13:00:00Z,66,2
30162,"Durnford, 60m s/o Durness ave",SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.150557, 43.79958]]}",5,Weekdays from 7 AM - 9 PM,67837,Durnford Rd SB,40,2024-01-29T07:00:00Z,46,25
30163,381 The Westway,EB,2022-01-25T02:00:00Z,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.563327, 43.684154]]}",5,Weekdays from 7 AM - 9 PM,2437,The Westway EB,40,2020-10-28T12:00:00Z,46,2
30164,190 Jameson Ave,SB,NA,41,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.437002, 43.639363]]}",5,Weekdays from 7 AM - 9 PM,67858,Jameson Ave SB,40,2024-02-14T10:00:00Z,46,4
30165,17 Jardine Place,NB,2020-10-28T00:00:00Z,61,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.555366, 43.686783]]}",30,Weekdays from 7 AM - 9 PM,2454,Kipling Ave NB,60,2020-10-27T00:00:00Z,66,2
